,Word,Surprisal,prompt
0,A,7.234716430871102,No Context
1,B1,13.597556479650924,No Context
2,B2,15.53519976602665,No Context
3,A,3.9620574806109343,With Context
4,B1,12.086830631831665,With Context
5,B2,10.222272425432266,With Context
